date,open,high,low,close,volume,log_return,ob_volume
2015-09-01,109.3499984741211,111.23999786376953,103.81999969482422,105.79000091552734,35977100,0.0,0
2015-09-02,109.30999755859375,109.5,100.30000305175781,105.44000244140625,39843300,-0.003313911744222022,-39843300
2015-09-03,102.69000244140625,104.16999816894531,100.11000061035156,101.05999755859375,29546700,-0.04242771820288229,-69390000
2015-09-04,98.05000305175781,99.93000030517578,97.33999633789062,98.79000091552734,24212000,-0.022717981381982735,-93602000
2015-09-08,102.08000183105469,102.5,93.55000305175781,94.94999694824219,43479700,-0.03964598920617992,-137081700
2015-09-09,96.51000213623047,102.79000091552734,95.5199966430664,99.18000030517578,35524400,0.043585979020365206,-101557300
2015-09-10,99.41999816894531,100.8499984741211,96.77999877929688,99.4800033569336,21031900,0.0030202685420353467,-80525400
2015-09-11,98.56999969482422,100.8499984741211,97.2300033569336,97.51000213623047,17373900,-0.020001693925175732,-97899300
2015-09-14,96.83999633789062,97.91000366210938,94.33000183105469,95.69000244140625,15546000,-0.018841133449962296,-113445300
2015-09-15,95.22000122070312,99.6500015258789,93.61000061035156,99.16000366210938,22591100,0.03562091879343169,-90854200
2015-09-16,99.69999694824219,104.4800033569336,99.33000183105469,104.08000183105469,28058200,0.04842510769870587,-62796000
2015-09-17,103.66999816894531,107.5,101.83000183105469,104.20999908447266,25817700,0.001248233421916346,-36978300
2015-09-18,102.0,104.36000061035156,100.70999908447266,102.62000274658203,21715000,-0.015375212940521858,-58693300
2015-09-21,103.30000305175781,103.7699966430664,99.55999755859375,100.30000305175781,17900600,-0.02286714688421782,-76593900
2015-09-22,98.29000091552734,99.9000015258789,97.0,98.47000122070312,16717900,-0.01841377973777721,-93311800
2015-09-23,98.5999984741211,99.73999786376953,97.66000366210938,98.06999969482422,10264500,-0.0040704393639983535,-103576300
2015-09-24,97.11000061035156,104.0,96.77999877929688,103.76000213623047,21274500,0.05639905430396392,-82301800
2015-09-25,105.30000305175781,105.44999694824219,101.56999969482422,102.23999786376953,19066600,-0.014757590861425494,-101368400
2015-09-28,101.56999969482422,103.33000183105469,97.83999633789062,99.47000122070312,17026600,-0.02746686629855569,-118395000
2015-09-29,99.62999725341797,100.62999725341797,96.8499984741211,98.3499984741211,17405900,-0.011323574116110721,-135800900
2015-09-30,99.91000366210938,103.45999908447266,99.05000305175781,103.26000213623047,17027600,0.048717570819097736,-118773300
2015-10-01,102.91000366210938,106.11000061035156,101.12000274658203,105.9800033569336,17426900,0.02600032860039418,-101346400
2015-10-02,103.01000213623047,106.87000274658203,101.44999694824219,106.11000061035156,21526700,0.001225868897786622,-79819700
2015-10-05,107.4800033569336,112.27999877929688,105.76000213623047,111.25,21157900,0.04730362340878628,-58661800
2015-10-06,110.33000183105469,112.25,105.63999938964844,108.33000183105469,20629800,-0.0265977801863103,-79291600
2015-10-07,108.83999633789062,109.77999877929688,106.75,108.0999984741211,12329500,-0.002125430330315323,-91621100
2015-10-08,107.94000244140625,115.05000305175781,102.5999984741211,114.93000030517578,42831900,0.06126653950626206,-48789200
2015-10-09,114.11000061035156,115.83000183105469,112.44000244140625,113.33000183105469,22455200,-0.014019317134289016,-71244400
2015-10-12,114.44999694824219,115.41999816894531,112.36000061035156,113.44999694824219,12624500,0.0010582514245691661,-58619900
2015-10-13,112.8499984741211,113.72000122070312,108.77999877929688,109.7300033569336,17512100,-0.03333935073088984,-76132000
2015-10-14,111.5,111.62999725341797,108.05000305175781,110.2300033569336,33231500,0.0045462888337489205,-42900500
2015-10-15,103.7699966430664,104.87999725341797,99.0999984741211,101.08999633789062,48484300,-0.08655794948938775,-91384800
2015-10-16,100.20999908447266,101.6500015258789,98.41000366210938,98.98999786376953,21340500,-0.020992359588287268,-112725300
2015-10-19,98.06999969482422,103.62000274658203,96.26000213623047,101.69000244140625,29964700,0.026910180459917204,-82760600
2015-10-20,101.05999755859375,102.11000061035156,97.58000183105469,98.98999786376953,17345600,-0.026910180459917252,-100106200
2015-10-21,99.66999816894531,100.33999633789062,97.01000213623047,97.95999908447266,13728500,-0.01045959061341389,-113834700
2015-10-22,98.06999969482422,99.93000030517578,96.86000061035156,97.31999969482422,12786800,-0.006554707958511793,-126621500
2015-10-23,97.61000061035156,101.55999755859375,97.2699966430664,100.04000091552734,18019900,0.027565600381506468,-108601600
2015-10-26,100.05000305175781,103.30999755859375,99.37999725341797,103.04000091552734,12234800,0.02954715608017692,-96366800
2015-10-27,102.58000183105469,104.72000122070312,101.2300033569336,103.06999969482422,12066400,0.0002910948466341103,-84300400
2015-10-28,102.9000015258789,106.20999908447266,102.05999755859375,105.80000305175781,13094000,0.026142182180948433,-71206400
2015-10-29,105.0,106.91000366210938,104.75,105.12000274658203,9841400,-0.006447967404426854,-81047800
2015-10-30,105.12000274658203,110.0999984741211,104.9000015258789,108.37999725341797,15571500,0.030540963931456114,-65476300
2015-11-02,109.19999694824219,109.37000274658203,106.30000305175781,107.63999938964844,11784600,-0.006851224607418829,-77260900
2015-11-03,107.36000061035156,111.05000305175781,107.23999786376953,109.73999786376953,12484100,0.019321591976140154,-64776800
2015-11-04,110.36000061035156,114.27999877929688,109.38999938964844,114.05000305175781,17505000,0.038523063323925216,-47271800
2015-11-05,113.75,115.68000030517578,111.72000122070312,113.5,13814900,-0.004834138567008707,-61086700
2015-11-06,113.38999938964844,114.80000305175781,112.05000305175781,114.05999755859375,10936600,0.0049217674023564655,-50150100
2015-11-09,113.36000061035156,114.0,108.63999938964844,109.86000061035156,16154600,-0.03751777085361801,-66304700
2015-11-10,108.86000061035156,112.83999633789062,108.01000213623047,112.69999694824219,11166400,0.025522560496938056,-55138300
2015-11-11,113.08000183105469,114.61000061035156,111.41000366210938,112.86000061035156,11039200,0.0014187239819015913,-44099100
2015-11-12,112.5199966430664,115.25,108.19999694824219,108.91999816894531,17568200,-0.03553446695448204,-61667300
2015-11-13,108.33999633789062,109.06999969482422,103.2699966430664,103.6500015258789,18819400,-0.04959379739130912,-80486700
2015-11-16,102.97000122070312,111.6500015258789,101.86000061035156,111.3499984741211,19866200,0.07165852639668446,-60620500
2015-11-17,112.11000061035156,118.79000091552734,111.69999694824219,117.0999984741211,33016300,0.050349877573179935,-27604200
2015-11-18,117.94000244140625,121.0,116.0999984741211,120.62999725341797,23353600,0.02969972923553516,-4250600
2015-11-19,120.25,123.12999725341797,119.61000061035156,120.22000122070312,19253200,-0.0034045790437173796,-23503800
2015-11-20,120.8499984741211,124.06999969482422,119.20999908447266,123.83999633789062,17977000,0.02966697250519334,-5526800
2015-11-23,124.30000305175781,126.19999694824219,121.66000366210938,125.02999877929688,15727000,0.009563318473506582,10200200
