date,open,high,low,close,volume,log_return,ob_volume
2015-09-01,56.573975991853615,56.63386048026886,55.8724691874523,56.11200714111328,1081000,0.0,0
2015-09-02,56.334432863021945,56.59108437660693,55.76980867082174,56.573970794677734,1495500,0.008199178816066993,1495500
2015-09-03,56.64241445823021,57.04449880058121,56.61675061117281,56.95039367675781,2811400,0.006631603063603137,4306900
2015-09-04,55.4019532174652,55.76126016835721,55.0511965318896,55.37628936767578,1669100,-0.02802909015649537,2637800
2015-09-08,56.42854107328484,56.779297725932864,56.1804463370771,56.762184143066406,894400,0.02471881948697336,3532200
2015-09-09,56.80496076381645,56.89050909617118,55.564487100455075,55.658592224121094,1251200,-0.0196338685115035,2281000
2015-09-10,55.590159415495506,56.89906787429372,55.555938775974816,56.445655822753906,1302400,0.014041868076903805,3583400
2015-09-11,56.12056392120654,56.51409149169922,56.06067943280374,56.51409149169922,901400,0.0012116825496743166,4484800
2015-09-14,56.32587441785323,56.514084652032224,56.103450074658895,56.29166030883789,605700,-0.0039436193205438915,3879100
2015-09-15,56.27455011940085,58.17375310325539,56.060676027109466,57.224151611328125,1593800,0.01642964557077381,5472900
2015-09-16,57.027396911519006,57.497916046345544,56.83062985471956,57.292598724365234,1332900,0.001195408025243051,6805800
2015-09-17,57.266927320888634,57.86577215055409,57.087273871989,57.37813949584961,1212200,0.0014919375017372254,8018000
2015-09-18,55.78692940545962,56.360110529175344,55.44472947907446,55.573055267333984,1397800,-0.031964919468062306,6620200
2015-09-21,55.76981236880493,55.95802262099121,55.40194865596435,55.68425750732422,829300,0.0019990106582244613,7449500
2015-09-22,54.49511641431062,54.66621633156019,53.84493738145416,54.238468170166016,1421800,-0.02630707542290175,6027700
2015-09-23,54.170032174066,54.469454610822005,53.853499417572536,54.30691146850586,1606700,0.0012611003368093046,7634400
2015-09-24,53.887716200575916,54.25557662649604,53.52840603872292,54.22135925292969,2312600,-0.001576588896670208,5321800
2015-09-25,54.76032233560125,55.136736285416085,54.46945018714713,54.62343978881836,1777800,0.007388177816422202,7099600
2015-09-28,54.91431676171483,54.91431676171483,54.20425317346453,54.212806701660156,1213800,-0.00754592424646987,5885800
2015-09-29,54.33257434182328,54.88865156466684,54.18714152185321,54.71754837036133,957400,0.009267302594433445,6843200
2015-09-30,55.83825076283333,55.915248837804924,54.922869816784264,55.427616119384766,911000,0.012893486322501693,7754200
2015-10-01,55.21373908764032,55.30784421489902,54.264137550334986,54.88865280151367,891600,-0.009771316804428174,6862600
2015-10-02,55.41049361909815,56.30876736334556,54.99985904172481,56.29166030883789,1206600,0.025239756012387156,8069200
